customer_name,country,city,sub_channel,product_class,sales,quantity,price,month,year,manager,name_of_sales_rep
Apollo Pharmacy,USA,Chicago,Wholesale,Analgesics,12841.92,121,126.24,September,2024,Raj Malhotra,Michael Brown
MediStore,Brazil,São Paulo,Retail,Antibiotics,37243.47,198,189.02,June,2024,Raj Malhotra,Sophia Patel
HealthKart,UK,London,Retail,Antivirals,8713.96,94,101.42,July,2024,Sarah Connor,Laura Adams
CurePoint,UK,Leeds,Online,Vaccines,4025.46,95,37.27,February,2024,Sarah Connor,Michael Brown
PharmaPlus,USA,New York,Wholesale,Vitamins,33724.64,131,267.01,May,2022,Linda Grey,Robert Wilson
BioHealth,Germany,Hamburg,Retail,Antivirals,20799.7,36,498.66,April,2021,James Goodwill,Robert Wilson
CurePoint,Germany,Hamburg,Wholesale,Antivirals,36686.73,75,434.1,March,2020,Linda Grey,David Garcia
MedLife,France,Nice,Wholesale,Antivirals,30826.57,113,250.47,October,2017,Raj Malhotra,William Lee
BioHealth,France,Paris,Online,Vaccines,29509.32,62,465.39,August,2024,Peter White,Robert Wilson
CurePoint,UK,London,Online,Vaccines,37607.18,136,243.54,July,2019,Linda Grey,John Doe
MediStore,Brazil,Brasília,Online,Vitamins,12565.95,133,101.65,June,2020,Raj Malhotra,Amit Sharma
PharmaPlus,Germany,Munich,Online,Vaccines,2240.92,19,107.76,December,2019,James Goodwill,Amit Sharma
RemedyMart,France,Nice,Wholesale,Vitamins,9688.32,140,66.27,August,2021,Sarah Connor,Robert Wilson
HealthKart,USA,Chicago,Online,Analgesics,3385.53,64,52.77,June,2020,Raj Malhotra,Emily Clark
MediStore,Germany,Berlin,Online,Analgesics,17338.55,100,167.11,April,2017,Sarah Connor,Amit Sharma
LifeCare,India,Mumbai,Retail,Vitamins,20013.95,134,174.94,October,2019,Peter White,Amit Sharma
PharmaPlus,USA,Chicago,Online,Vitamins,37098.69,151,278.97,March,2021,Raj Malhotra,Laura Adams
HealthKart,India,Mumbai,Distributor,Antivirals,61641.08,168,406.84,August,2019,Linda Grey,Emily Clark
CurePoint,Australia,Brisbane,Wholesale,Vaccines,968.88,101,11.33,April,2020,Raj Malhotra,David Garcia
Apollo Pharmacy,Australia,Adelaide,Online,Vitamins,33257.37,143,241.07,February,2019,Sarah Connor,John Doe
BioHealth,Australia,Brisbane,Online,Antivirals,6675.63,94,62.28,August,2017,Peter White,Michael Brown
MedLife,USA,Chicago,Wholesale,Analgesics,77135.51,188,482.86,May,2019,Peter White,William Lee
RemedyMart,Australia,Perth,Wholesale,Antibiotics,52450.11,120,495.56,August,2017,Raj Malhotra,Laura Adams
HealthKart,Brazil,Fortaleza,Distributor,Antibiotics,17677.97,35,463.96,April,2021,Linda Grey,Robert Wilson
RemedyMart,Brazil,Brasília,Online,Vaccines,21697.29,60,422.5,March,2022,Raj Malhotra,Michael Brown
PharmaPlus,India,Mumbai,Online,Antibiotics,44416.06,105,377.75,September,2018,Linda Grey,Sophia Patel
CurePoint,India,Mumbai,Online,Antibiotics,3565.67,35,90.49,June,2023,Raj Malhotra,Emily Clark
HealthZone,France,Marseille,Distributor,Vaccines,45858.7,123,320.54,August,2023,Peter White,Priya Mehta
MedLife,USA,Houston,Distributor,Antibiotics,37460.78,89,439.83,April,2023,Linda Grey,Laura Adams
HealthKart,France,Toulouse,Distributor,Antivirals,10049.68,40,231.45,March,2020,Linda Grey,Priya Mehta
Apollo Pharmacy,UK,Manchester,Distributor,Vaccines,6972.92,32,236.71,January,2017,Raj Malhotra,Sophia Patel
HealthKart,USA,New York,Retail,Analgesics,5334.92,23,224.98,October,2020,Raj Malhotra,John Doe
MedLife,Germany,Frankfurt,Online,Vaccines,62328.79,145,450.79,October,2020,Sarah Connor,Amit Sharma
BioHealth,India,Mumbai,Retail,Antivirals,25267.22,53,454.17,December,2020,Peter White,William Lee
MediStore,Canada,Vancouver,Distributor,Antivirals,36988.71,179,221.45,September,2020,Raj Malhotra,Amit Sharma
BioHealth,France,Nice,Online,Antibiotics,26667.22,179,174.1,January,2017,James Goodwill,Laura Adams
CurePoint,USA,Chicago,Retail,Antibiotics,6595.85,15,440.53,June,2020,Sarah Connor,Michael Brown
HealthZone,France,Lyon,Retail,Vitamins,52882.62,155,396.41,January,2021,Sarah Connor,Amit Sharma
LifeCare,Canada,Calgary,Online,Antivirals,38425.14,97,356.42,September,2020,Raj Malhotra,John Doe
BioHealth,Germany,Munich,Wholesale,Antibiotics,896.57,33,26.43,September,2017,Raj Malhotra,John Doe
MedLife,USA,San Francisco,Retail,Antivirals,2777.22,10,252.05,August,2017,Raj Malhotra,Sophia Patel
CurePoint,Canada,Calgary,Online,Antibiotics,41086.03,118,412.42,February,2020,Linda Grey,Emily Clark
RemedyMart,USA,San Francisco,Wholesale,Antivirals,7574.69,109,72.47,June,2024,Sarah Connor,Laura Adams
BioHealth,UK,Manchester,Online,Analgesics,42866.01,157,274.53,November,2023,Raj Malhotra,Michael Brown
RemedyMart,Canada,Vancouver,Distributor,Vitamins,26923.14,68,363.9,June,2024,Sarah Connor,Robert Wilson
HealthZone,India,Mumbai,Distributor,Vaccines,29562.66,95,303.24,February,2022,Peter White,Michael Brown
LifeCare,Canada,Toronto,Retail,Vitamins,3253.84,26,133.38,July,2018,Peter White,Sophia Patel
HealthZone,France,Paris,Distributor,Antivirals,4946.9,11,479.95,August,2017,Sarah Connor,John Doe
PharmaPlus,Brazil,Rio de Janeiro,Retail,Vaccines,27239.91,134,206.42,March,2023,James Goodwill,John Doe
BioHealth,Canada,Ottawa,Wholesale,Vitamins,16680.46,46,311.33,January,2020,Raj Malhotra,Robert Wilson
CurePoint,France,Nice,Wholesale,Antibiotics,28016.27,104,257.89,November,2019,James Goodwill,Michael Brown
PharmaPlus,USA,Houston,Online,Vaccines,42112.51,111,365.79,February,2018,James Goodwill,Laura Adams
LifeCare,Australia,Melbourne,Distributor,Antibiotics,51358.76,100,460.19,January,2021,James Goodwill,John Doe
LifeCare,Germany,Rendsburg,Online,Antivirals,11358.82,37,356.55,January,2023,Sarah Connor,Emily Clark
HealthZone,Australia,Perth,Distributor,Antibiotics,14730.09,92,193.47,July,2023,James Goodwill,Michael Brown
HealthKart,UK,Birmingham,Retail,Antibiotics,22200.08,51,370.86,June,2024,Sarah Connor,Priya Mehta
MediStore,France,Lyon,Distributor,Antivirals,2147.06,11,230.91,January,2024,Peter White,Michael Brown
LifeCare,UK,Manchester,Retail,Vaccines,11872.06,149,91.11,February,2023,Raj Malhotra,William Lee
MediStore,India,Mumbai,Wholesale,Antibiotics,9104.09,57,172.75,August,2024,Raj Malhotra,David Garcia
LifeCare,Canada,Vancouver,Distributor,Vaccines,33075.34,115,299.72,November,2017,James Goodwill,Sophia Patel
Apollo Pharmacy,Australia,Brisbane,Distributor,Antivirals,10354.02,53,174.25,September,2021,Sarah Connor,Michael Brown
LifeCare,UK,Liverpool,Wholesale,Vaccines,30260.19,117,305.82,August,2017,Raj Malhotra,David Garcia
HealthZone,France,Marseille,Distributor,Antivirals,12659.93,25,433.12,November,2019,Linda Grey,Michael Brown
HealthZone,Brazil,São Paulo,Distributor,Vitamins,26609.99,135,180.01,June,2017,Sarah Connor,Priya Mehta
BioHealth,UK,Birmingham,Online,Vitamins,4114.66,17,297.66,August,2020,James Goodwill,Robert Wilson
MedLife,France,Lyon,Wholesale,Vaccines,24293.43,179,131.63,June,2023,Peter White,Priya Mehta
Apollo Pharmacy,Canada,Toronto,Retail,Antivirals,45178.48,180,215.27,March,2017,Peter White,Robert Wilson
BioHealth,India,Mumbai,Distributor,Vaccines,63282.19,177,392.44,April,2017,Linda Grey,Emily Clark
RemedyMart,Brazil,Fortaleza,Distributor,Antivirals,2694.09,154,16.42,August,2019,Peter White,John Doe
HealthKart,USA,Los Angeles,Distributor,Antivirals,95522.85,199,488.02,July,2022,Linda Grey,Priya Mehta
LifeCare,UK,Liverpool,Distributor,Antibiotics,26316.41,148,213.17,June,2020,Linda Grey,Michael Brown
BioHealth,India,Rendsburg,Wholesale,Antibiotics,17452.75,189,100.39,May,2024,Peter White,Michael Brown
HealthZone,Brazil,Salvador,Distributor,Vaccines,28016.1,141,204.69,June,2022,Sarah Connor,David Garcia
PharmaPlus,USA,San Francisco,Wholesale,Analgesics,73042.34,184,450.05,March,2017,James Goodwill,Laura Adams
MediStore,USA,Los Angeles,Wholesale,Analgesics,8722.41,29,316.24,October,2024,Raj Malhotra,Amit Sharma
HealthKart,Canada,Vancouver,Distributor,Antibiotics,34121.28,144,286.77,October,2017,James Goodwill,Amit Sharma
MediStore,UK,Liverpool,Retail,Antivirals,28381.86,78,359.89,August,2021,James Goodwill,Robert Wilson
Apollo Pharmacy,Australia,Sydney,Online,Antibiotics,23876.13,113,206.37,April,2023,Linda Grey,Priya Mehta
Apollo Pharmacy,Australia,Adelaide,Online,Vaccines,3556.62,63,60.46,July,2022,Raj Malhotra,David Garcia
BioHealth,Germany,Berlin,Distributor,Antivirals,24727.98,55,473.6,November,2021,Linda Grey,Robert Wilson
HealthKart,UK,Manchester,Retail,Analgesics,33028.91,110,268.02,December,2024,Raj Malhotra,Laura Adams
CurePoint,France,Nice,Online,Vaccines,5169.09,55,86.51,August,2020,Peter White,Laura Adams
BioHealth,Australia,Brisbane,Retail,Vaccines,19925.51,93,209.91,December,2022,Peter White,Sophia Patel
Apollo Pharmacy,UK,Liverpool,Distributor,Antibiotics,8824.1,67,123.23,October,2023,Peter White,William Lee
RemedyMart,USA,Los Angeles,Online,Analgesics,4919.7,72,61.01,December,2023,Peter White,Laura Adams
BioHealth,UK,Birmingham,Online,Vitamins,30481.87,67,444.86,October,2022,Peter White,Michael Brown
RemedyMart,Brazil,São Paulo,Distributor,Analgesics,421.57,8,58.73,April,2023,Peter White,Robert Wilson
HealthKart,Germany,Munich,Online,Antibiotics,26759.9,78,305.57,July,2021,Raj Malhotra,John Doe
MediStore,USA,New York,Online,Antibiotics,31446.35,144,204.62,December,2022,Sarah Connor,William Lee
RemedyMart,Australia,Sydney,Online,Antibiotics,25275.6,142,153.64,January,2018,Raj Malhotra,John Doe
MediStore,USA,Chicago,Wholesale,Vitamins,2453.59,7,320.29,July,2022,Sarah Connor,David Garcia
CurePoint,UK,Manchester,Distributor,Antivirals,1705.88,85,23.0,May,2018,Linda Grey,William Lee
BioHealth,Brazil,Brasília,Wholesale,Analgesics,12655.64,36,325.03,July,2020,Linda Grey,Emily Clark
HealthKart,Australia,Adelaide,Distributor,Analgesics,49609.95,129,410.55,June,2023,James Goodwill,Michael Brown
HealthKart,France,Lyon,Online,Antibiotics,19876.04,130,187.9,December,2024,Sarah Connor,William Lee
CurePoint,Brazil,Brasília,Wholesale,Antibiotics,6087.72,20,315.83,April,2023,Sarah Connor,Michael Brown
HealthZone,Canada,Toronto,Online,Vitamins,28127.31,137,223.7,July,2017,Sarah Connor,William Lee
Apollo Pharmacy,Brazil,Rio de Janeiro,Wholesale,Vaccines,28515.89,86,392.08,April,2021,James Goodwill,William Lee
CurePoint,France,Paris,Retail,Antivirals,45521.72,158,248.84,May,2022,Sarah Connor,William Lee
LifeCare,USA,New York,Distributor,Vaccines,12624.11,128,99.23,February,2021,Peter White,David Garcia
RemedyMart,France,Lyon,Wholesale,Antibiotics,5643.85,14,373.43,May,2020,Sarah Connor,John Doe
Apollo Pharmacy,Germany,Munich,Distributor,Antivirals,2917.23,25,136.36,January,2023,Peter White,Michael Brown
HealthKart,Canada,Calgary,Retail,Vitamins,347.23,4,74.82,February,2023,Sarah Connor,Priya Mehta
BioHealth,India,Delhi,Wholesale,Antibiotics,11348.31,98,143.43,September,2022,Linda Grey,William Lee
RemedyMart,UK,London,Online,Analgesics,44310.51,146,269.53,May,2023,James Goodwill,Amit Sharma
PharmaPlus,Brazil,Rio de Janeiro,Retail,Vitamins,6044.09,41,144.29,October,2022,Peter White,Laura Adams
Apollo Pharmacy,USA,Houston,Wholesale,Vaccines,42245.05,153,253.76,November,2019,Linda Grey,Priya Mehta
HealthKart,Canada,Ottawa,Distributor,Vaccines,1539.1,117,15.39,August,2021,James Goodwill,Sophia Patel
Apollo Pharmacy,France,Marseille,Retail,Analgesics,8757.26,57,140.58,June,2023,Linda Grey,William Lee
HealthKart,India,Rendsburg,Distributor,Analgesics,31784.83,98,304.25,November,2017,Peter White,John Doe
HealthZone,Germany,Hamburg,Online,Analgesics,65720.44,199,290.91,April,2021,James Goodwill,Michael Brown
CurePoint,Canada,Vancouver,Wholesale,Vitamins,41112.33,190,264.27,June,2017,Peter White,William Lee
PharmaPlus,India,Mumbai,Distributor,Antivirals,16719.51,54,371.64,February,2022,Raj Malhotra,Sophia Patel
HealthZone,Canada,Toronto,Online,Vaccines,11549.17,36,387.78,July,2021,Raj Malhotra,Emily Clark
RemedyMart,Canada,Vancouver,Online,Vitamins,1569.88,11,151.46,June,2019,Linda Grey,Priya Mehta
BioHealth,USA,New York,Wholesale,Antivirals,42895.37,113,363.55,April,2024,James Goodwill,Robert Wilson
LifeCare,UK,London,Distributor,Vaccines,13996.04,54,243.26,May,2018,Sarah Connor,David Garcia
HealthKart,USA,San Francisco,Retail,Analgesics,49033.46,150,368.96,January,2024,James Goodwill,David Garcia
HealthKart,India,Mumbai,Online,Vitamins,8546.63,36,274.52,March,2021,James Goodwill,Amit Sharma
LifeCare,India,Rendsburg,Retail,Vitamins,21305.35,81,253.22,January,2018,James Goodwill,Emily Clark
MediStore,Australia,Adelaide,Retail,Vaccines,35003.07,154,242.38,February,2021,Linda Grey,Emily Clark
RemedyMart,UK,London,Online,Vitamins,14645.94,40,366.81,January,2019,Linda Grey,John Doe
Apollo Pharmacy,Brazil,Rio de Janeiro,Online,Vitamins,51004.31,171,303.16,February,2017,James Goodwill,William Lee
MedLife,USA,Los Angeles,Online,Antivirals,16121.95,35,411.36,April,2023,Raj Malhotra,Amit Sharma
RemedyMart,Australia,Melbourne,Distributor,Antibiotics,66796.8,172,484.17,February,2020,Sarah Connor,Michael Brown
HealthZone,USA,Houston,Online,Antibiotics,1876.2,12,186.88,June,2021,Peter White,Michael Brown
BioHealth,Brazil,Brasília,Distributor,Vaccines,4454.81,49,77.04,January,2020,Raj Malhotra,Amit Sharma
BioHealth,Canada,Vancouver,Distributor,Vaccines,12185.69,55,265.44,July,2018,Raj Malhotra,Amit Sharma
HealthKart,Germany,Frankfurt,Retail,Antivirals,38272.13,80,437.74,March,2020,Linda Grey,Michael Brown
MediStore,Canada,Montreal,Wholesale,Vitamins,62008.84,149,381.93,August,2021,Peter White,Robert Wilson
MedLife,UK,London,Distributor,Antivirals,112784.12,198,490.48,January,2023,Raj Malhotra,Amit Sharma
MedLife,India,Delhi,Retail,Antibiotics,1697.81,12,118.39,May,2023,Linda Grey,John Doe
LifeCare,India,Chennai,Retail,Analgesics,30147.63,109,338.26,October,2018,Sarah Connor,David Garcia
LifeCare,Canada,Calgary,Online,Antivirals,6466.64,16,463.37,October,2022,Raj Malhotra,Sophia Patel
Apollo Pharmacy,Canada,Montreal,Online,Vaccines,32086.51,86,458.59,June,2017,Linda Grey,Michael Brown
HealthZone,UK,London,Online,Antivirals,37782.34,117,368.2,October,2022,James Goodwill,Emily Clark
HealthKart,UK,Manchester,Retail,Vitamins,41195.05,72,485.82,October,2018,Sarah Connor,Sophia Patel
Apollo Pharmacy,Germany,Rendsburg,Wholesale,Vitamins,25280.45,82,375.08,August,2018,Linda Grey,Amit Sharma
HealthKart,Australia,Sydney,Retail,Vitamins,41079.9,146,265.99,October,2017,Peter White,Robert Wilson
LifeCare,Canada,Toronto,Distributor,Antibiotics,3773.51,14,302.17,May,2019,Sarah Connor,Priya Mehta
MedLife,India,Rendsburg,Retail,Vitamins,53309.42,188,245.72,February,2018,James Goodwill,Sophia Patel
HealthZone,India,Chennai,Retail,Vitamins,32902.47,171,176.54,June,2021,Linda Grey,William Lee
HealthKart,UK,Leeds,Distributor,Vaccines,35187.58,108,290.49,June,2018,Peter White,Amit Sharma
HealthZone,Canada,Montreal,Online,Antibiotics,1474.54,4,397.45,August,2020,Sarah Connor,David Garcia
LifeCare,UK,Leeds,Online,Antibiotics,74818.85,161,444.13,February,2019,Linda Grey,Emily Clark
MediStore,Brazil,Brasília,Retail,Vitamins,26625.5,126,214.58,October,2017,Peter White,Michael Brown
HealthZone,India,Bangalore,Online,Vaccines,798.34,34,20.42,June,2017,James Goodwill,Michael Brown
MediStore,India,Bangalore,Distributor,Vitamins,32771.97,141,198.14,September,2018,Linda Grey,John Doe
Apollo Pharmacy,Brazil,São Paulo,Retail,Analgesics,57710.7,123,498.99,January,2019,Sarah Connor,Michael Brown
CurePoint,France,Marseille,Distributor,Vitamins,8267.83,190,53.39,November,2022,Raj Malhotra,William Lee
PharmaPlus,Canada,Montreal,Retail,Analgesics,49518.64,185,294.57,March,2024,Sarah Connor,William Lee
PharmaPlus,UK,Manchester,Retail,Vitamins,45222.35,121,386.45,September,2021,Peter White,John Doe
Apollo Pharmacy,Germany,Rendsburg,Wholesale,Antivirals,29946.89,103,266.03,December,2021,Linda Grey,Laura Adams
MedLife,UK,Birmingham,Retail,Antivirals,10690.94,177,64.13,March,2024,James Goodwill,John Doe
RemedyMart,UK,Leeds,Distributor,Antivirals,73434.04,158,427.88,May,2021,Raj Malhotra,Emily Clark
LifeCare,Germany,Hamburg,Retail,Antivirals,914.75,37,30.63,November,2018,Peter White,Robert Wilson
BioHealth,UK,Liverpool,Online,Vaccines,4444.34,73,63.64,January,2018,James Goodwill,Michael Brown
HealthKart,UK,Leeds,Online,Antibiotics,27045.53,196,116.94,May,2021,Raj Malhotra,Amit Sharma
MedLife,Germany,Hamburg,Distributor,Antivirals,8646.7,61,136.9,November,2020,Sarah Connor,John Doe
Apollo Pharmacy,UK,London,Wholesale,Analgesics,20248.01,39,440.77,May,2020,Linda Grey,Robert Wilson
CurePoint,Germany,Rendsburg,Wholesale,Antibiotics,5955.68,11,452.82,December,2022,James Goodwill,John Doe
MedLife,Canada,Vancouver,Distributor,Vitamins,88051.35,199,495.67,April,2022,Peter White,Emily Clark
PharmaPlus,Australia,Perth,Distributor,Antibiotics,55530.86,148,420.53,May,2019,Peter White,Amit Sharma
HealthKart,Australia,Perth,Wholesale,Antibiotics,11782.24,110,123.03,August,2023,Linda Grey,Robert Wilson
PharmaPlus,Australia,Perth,Distributor,Analgesics,19043.66,169,101.35,August,2018,Raj Malhotra,Sophia Patel
MediStore,UK,Liverpool,Wholesale,Antibiotics,2539.61,6,402.38,August,2021,James Goodwill,Amit Sharma
BioHealth,UK,Liverpool,Wholesale,Vaccines,48536.97,177,263.95,June,2024,Peter White,Laura Adams
HealthZone,UK,Birmingham,Wholesale,Antibiotics,8439.27,61,137.51,July,2023,James Goodwill,Michael Brown
RemedyMart,Canada,Calgary,Distributor,Analgesics,24800.91,82,351.05,February,2019,Peter White,Laura Adams
MedLife,Canada,Ottawa,Distributor,Vaccines,39794.79,160,237.06,April,2023,Peter White,William Lee
Apollo Pharmacy,UK,Leeds,Online,Analgesics,35409.19,125,273.12,September,2024,Raj Malhotra,Laura Adams
HealthKart,India,Delhi,Distributor,Antivirals,60224.11,142,431.46,May,2018,James Goodwill,John Doe
MedLife,UK,Birmingham,Retail,Vaccines,21964.46,184,140.14,September,2018,Raj Malhotra,John Doe
CurePoint,Canada,Ottawa,Wholesale,Vitamins,4960.97,137,31.74,August,2021,Raj Malhotra,Laura Adams
Apollo Pharmacy,Canada,Calgary,Online,Antivirals,73425.09,170,406.66,February,2024,Linda Grey,Amit Sharma
HealthZone,Germany,Berlin,Online,Antivirals,1689.37,5,370.25,February,2020,Sarah Connor,John Doe
HealthZone,Germany,Frankfurt,Distributor,Antivirals,21589.58,124,192.62,April,2023,Peter White,Emily Clark
MediStore,USA,Houston,Wholesale,Analgesics,4567.5,133,33.9,November,2017,Peter White,William Lee
HealthKart,Canada,Toronto,Wholesale,Antibiotics,4681.67,37,117.89,March,2024,James Goodwill,John Doe
RemedyMart,Brazil,Salvador,Distributor,Antibiotics,80544.74,197,495.82,February,2024,Linda Grey,Robert Wilson
BioHealth,India,Mumbai,Online,Vitamins,11455.38,45,245.49,March,2018,Sarah Connor,Priya Mehta
MediStore,Germany,Frankfurt,Distributor,Antibiotics,57427.83,186,289.95,December,2020,James Goodwill,Sophia Patel
CurePoint,Canada,Vancouver,Online,Vaccines,10417.81,40,287.21,November,2019,Raj Malhotra,Emily Clark
HealthKart,Germany,Hamburg,Distributor,Vaccines,1827.04,6,265.42,October,2023,James Goodwill,Robert Wilson
MedLife,France,Toulouse,Online,Analgesics,45033.36,92,426.79,April,2021,Linda Grey,Emily Clark
HealthKart,Australia,Melbourne,Wholesale,Vaccines,26280.91,169,173.66,October,2019,Sarah Connor,William Lee
HealthZone,UK,Manchester,Distributor,Analgesics,65079.69,181,343.27,April,2021,Raj Malhotra,Laura Adams
Apollo Pharmacy,Brazil,Rio de Janeiro,Retail,Analgesics,19654.52,166,102.72,February,2024,Peter White,John Doe
HealthKart,UK,Birmingham,Distributor,Vaccines,15969.36,45,437.2,January,2024,Peter White,William Lee
HealthKart,Brazil,Salvador,Distributor,Antivirals,324.81,23,12.52,August,2018,Linda Grey,David Garcia
HealthZone,USA,San Francisco,Distributor,Vaccines,58558.25,181,374.32,October,2024,Raj Malhotra,Priya Mehta
LifeCare,Australia,Adelaide,Online,Vitamins,31153.29,100,282.53,July,2017,Peter White,Priya Mehta
HealthZone,Australia,Brisbane,Retail,Analgesics,144.14,12,13.13,July,2018,Peter White,Sophia Patel
RemedyMart,USA,Chicago,Wholesale,Antivirals,8004.84,46,169.95,April,2017,Peter White,Robert Wilson
LifeCare,Germany,Munich,Retail,Antivirals,15044.6,104,137.3,June,2022,James Goodwill,John Doe
Apollo Pharmacy,Germany,Berlin,Distributor,Antivirals,30803.93,88,411.15,March,2018,Sarah Connor,John Doe
CurePoint,France,Marseille,Retail,Analgesics,2925.25,158,19.03,September,2020,Sarah Connor,Laura Adams
MediStore,India,Mumbai,Online,Antibiotics,11102.75,63,202.15,March,2021,Peter White,Priya Mehta
MediStore,USA,Houston,Online,Antivirals,2618.26,37,60.23,May,2019,James Goodwill,Michael Brown
MediStore,Brazil,São Paulo,Retail,Vitamins,43880.69,96,387.72,February,2022,Peter White,Michael Brown
CurePoint,Germany,Munich,Online,Antibiotics,56681.79,192,357.0,February,2024,James Goodwill,Sophia Patel
MediStore,France,Marseille,Distributor,Vitamins,27496.2,138,242.05,March,2024,Peter White,Priya Mehta
RemedyMart,USA,San Francisco,Online,Analgesics,4467.19,120,32.41,April,2017,Raj Malhotra,David Garcia
CurePoint,Canada,Vancouver,Online,Analgesics,64107.43,192,341.27,October,2020,James Goodwill,Michael Brown
Apollo Pharmacy,Germany,Frankfurt,Retail,Vitamins,55618.64,180,381.55,January,2019,James Goodwill,Robert Wilson
RemedyMart,Australia,Sydney,Wholesale,Antibiotics,54403.28,139,412.54,January,2023,Raj Malhotra,Laura Adams
HealthKart,UK,Liverpool,Retail,Antivirals,66545.73,160,387.5,July,2017,James Goodwill,Amit Sharma
HealthKart,Brazil,Rio de Janeiro,Retail,Antibiotics,2256.13,26,87.88,April,2021,James Goodwill,Michael Brown
CurePoint,USA,Los Angeles,Retail,Analgesics,858.3,4,218.83,April,2023,Peter White,Priya Mehta
Apollo Pharmacy,Australia,Perth,Retail,Analgesics,11825.19,39,268.24,July,2021,Sarah Connor,Sophia Patel
RemedyMart,UK,Birmingham,Online,Antibiotics,7382.87,75,118.18,May,2024,Sarah Connor,David Garcia
RemedyMart,Brazil,Fortaleza,Distributor,Analgesics,25260.13,84,330.71,November,2022,Peter White,William Lee
MediStore,Australia,Sydney,Online,Antivirals,31721.78,81,481.99,December,2022,Sarah Connor,Emily Clark
BioHealth,USA,Houston,Online,Analgesics,10936.91,21,455.67,March,2021,Raj Malhotra,Laura Adams
BioHealth,UK,Manchester,Distributor,Antivirals,15651.04,84,204.82,June,2022,James Goodwill,Emily Clark
BioHealth,UK,Manchester,Online,Vitamins,19804.9,131,162.86,July,2022,Peter White,John Doe
RemedyMart,Germany,Frankfurt,Retail,Analgesics,18027.84,166,122.68,October,2024,Peter White,Michael Brown
HealthKart,France,Marseille,Retail,Antivirals,30259.8,64,435.38,January,2024,Sarah Connor,John Doe
LifeCare,USA,Los Angeles,Online,Antibiotics,7720.1,18,433.54,November,2023,James Goodwill,Laura Adams
RemedyMart,India,Rendsburg,Wholesale,Vitamins,5586.96,72,88.03,November,2019,Linda Grey,Laura Adams
LifeCare,Canada,Toronto,Online,Antivirals,40255.17,93,390.53,November,2017,Peter White,John Doe
PharmaPlus,Germany,Frankfurt,Online,Antibiotics,37901.4,174,269.87,May,2022,Linda Grey,William Lee
PharmaPlus,Australia,Brisbane,Online,Antibiotics,5618.58,93,74.31,June,2020,Linda Grey,Laura Adams
CurePoint,Australia,Melbourne,Wholesale,Antivirals,25390.49,60,484.08,September,2023,Sarah Connor,Laura Adams
Apollo Pharmacy,Brazil,São Paulo,Distributor,Analgesics,3124.51,15,245.95,December,2023,Peter White,John Doe
Apollo Pharmacy,UK,London,Wholesale,Analgesics,4700.83,17,307.58,March,2022,Sarah Connor,John Doe
MediStore,UK,Manchester,Online,Vaccines,971.06,9,108.26,March,2020,Linda Grey,David Garcia
RemedyMart,Brazil,São Paulo,Wholesale,Vitamins,19297.85,63,329.24,October,2023,Raj Malhotra,Sophia Patel
HealthKart,USA,New York,Wholesale,Antivirals,48151.64,130,400.8,August,2021,Peter White,Michael Brown
HealthZone,UK,Birmingham,Retail,Analgesics,18345.9,72,237.65,August,2023,Sarah Connor,Sophia Patel
LifeCare,UK,Birmingham,Online,Vitamins,20908.26,82,245.17,April,2020,Linda Grey,David Garcia
MedLife,UK,London,Retail,Vaccines,11713.58,32,331.92,November,2022,Peter White,Michael Brown
CurePoint,India,Mumbai,Online,Vitamins,50554.74,102,454.83,November,2020,Peter White,Laura Adams
HealthKart,Brazil,Rio de Janeiro,Wholesale,Antivirals,9859.78,179,61.42,December,2020,Peter White,Priya Mehta
MedLife,Brazil,Salvador,Wholesale,Vitamins,28304.41,121,289.74,June,2019,Sarah Connor,Robert Wilson
HealthZone,Brazil,Brasília,Online,Vitamins,18264.99,54,312.9,June,2022,James Goodwill,Priya Mehta
PharmaPlus,USA,New York,Retail,Antibiotics,2312.24,168,14.79,April,2024,Sarah Connor,John Doe
LifeCare,Germany,Berlin,Wholesale,Vaccines,626.73,2,271.78,November,2022,Peter White,Michael Brown
MediStore,India,Bangalore,Online,Vitamins,3450.99,158,26.27,April,2024,Sarah Connor,John Doe
HealthZone,Canada,Montreal,Distributor,Vitamins,29982.49,150,167.83,August,2024,Raj Malhotra,Emily Clark
BioHealth,Australia,Melbourne,Online,Antivirals,35069.62,90,347.84,December,2023,Peter White,Emily Clark
CurePoint,Canada,Ottawa,Online,Analgesics,8215.74,106,92.07,November,2022,Raj Malhotra,Sophia Patel
HealthZone,Germany,Rendsburg,Retail,Vitamins,17655.6,61,356.17,June,2017,Peter White,Laura Adams
RemedyMart,Canada,Montreal,Distributor,Vitamins,1957.45,6,312.14,December,2022,Peter White,Robert Wilson
PharmaPlus,France,Paris,Distributor,Vaccines,16829.67,41,357.44,June,2023,Raj Malhotra,Sophia Patel
RemedyMart,Australia,Perth,Retail,Antivirals,62704.06,178,316.4,January,2021,Raj Malhotra,Michael Brown
Apollo Pharmacy,Australia,Sydney,Retail,Antivirals,37798.07,111,409.26,November,2023,Peter White,David Garcia
CurePoint,Brazil,São Paulo,Wholesale,Vaccines,24521.71,84,280.97,November,2024,Raj Malhotra,William Lee
MediStore,Canada,Toronto,Distributor,Vaccines,5388.75,22,231.64,October,2024,Linda Grey,David Garcia
